Gi?i tính,Nam sinh,T?nh liên h?,Ngh? nghi?p,Ngành ngh?,M?c Luong,Tình tr?ng hôn nhân,T?nh
Nam,1991,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4730000,,1
N?,1987,T?nh Bình Phu?c,Nhân viên,Hành chính - Van phòng,4194400,,3
Nam,1990,T?nh B?c Giang,Nhân viên,Hành chính - Van phòng,7040000,,1
Nam,1994,T?nh Phú Th?,Nhân viên,Hành chính - Van phòng,4729400,,1
N?,1998,T?nh Thanh Hóa,Nhân viên,Hành chính - Van phòng,4750000,,2
Nam,1993,,Nhân viên,Hành chính - Van phòng,11800000,,#N/A
Nam,1993,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,5500000,,1
Nam,1991,,Nhân viên,Hành chính - Van phòng,4750000,,#N/A
N?,1993,,Nhân viên,Hành chính - Van phòng,3477500,Ðã k?t hôn,#N/A
N?,1998,T?nh Thái Nguyên,Nhân viên,Hành chính - Van phòng,4729400,,1
Nam,1988,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4880000,,3
Nam,1990,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4300000,,1
Nam,1986,T?nh Nam Ð?nh,Nhân viên,Hành chính - Van phòng,4729400,,1
N?,1997,T?nh Trà Vinh,Nhân viên,Hành chính - Van phòng,9187500,,3
Nam,2002,T?nh Qu?ng Tr?,Nhân viên,Hành chính - Van phòng,5000000,,2
Nam,1993,Thành ph? Hà N?i,Nhân Viên,Hành chính - Van phòng,4729400,,1
Nam,1995,Thành ph? H?i Phòng,Nhân Viên,Hành chính - Van phòng,5000000,,1
Nam,1991,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4729400,,1
Nam,1995,T?nh B?c Ninh,Nhân viên,Hành chính - Van phòng,4280000,,1
Nam,2001,T?nh Thanh Hóa,Nhân viên,Hành chính - Van phòng,4729400,,2
Nam,1990,,Nhân viên,Hành chính - Van phòng,1444500,,#N/A
Nam,1993,T?nh Ngh? An,Nhân viên,Hành chính - Van phòng,3500000,,2
N?,1993,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4750000,Ðã k?t hôn,3
Nam,1990,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,5200000,,3
Nam,1982,T?nh B?c Giang,Nhân viên,Hành chính - Van phòng,3285000,,1
Nam,1996,T?nh Vinh Long,Nhân viên,Hành chính - Van phòng,9500000,,3
Nam,1986,,Nhân viên,Hành chính - Van phòng,4730000,,#N/A
Nam,1996,T?nh Gia Lai,Nhân viên,Hành chính - Van phòng,4730000,,3
Nam,1992,T?nh Ði?n Biên,Nhân viên,Hành chính - Van phòng,3700000,,1
Nam,1992,T?nh Bình Ð?nh,Nhân viên,Hành chính - Van phòng,4730000,,2
Nam,1989,,Nhân viên,Hành chính - Van phòng,1500000,,#N/A
Nam,1990,,Nhân viên,Hành chính - Van phòng,9304500,Ðã k?t hôn,#N/A
Nam,1987,,Nhân viên,Hành chính - Van phòng,13692000,,#N/A
Nam,1988,,Nhân viên,Hành chính - Van phòng,10445000,,#N/A
Nam,1988,T?nh B?c Ninh,Nhân viên,Hành chính - Van phòng,5850000,Ðã k?t hôn,1
Nam,1991,T?nh Vinh Phúc,Nhân viên,Hành chính - Van phòng,12200000,,1
Nam,1997,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,5216000,,1
Nam,1991,,Nhân viên,Hành chính - Van phòng,4765000,,#N/A
Nam,1994,T?nh Th?a Thiên Hu?,Nhân viên,Hành chính - Van phòng,4012500,,2
Nam,1990,,Nhân viên,Hành chính - Van phòng,2514500,,#N/A
Nam,1992,T?nh Sóc Trang,Nhân viên,Hành chính - Van phòng,3070000,,3
Nam,1984,T?nh Ð?k Nông,Nhân viên,Hành chính - Van phòng,0,,3
Nam,1995,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4729400,,3
Nam,1992,T?nh Phú Th?,Nhân viên,Hành chính - Van phòng,3284900,,1
Nam,1988,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4472600,,3
Nam,1980,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4729400,,1
Nam,1993,,Nhân Viên,Hành chính - Van phòng,3745000,,#N/A
N?,1991,Thành ph? Hà N?i,Nhân Viên,Hành chính - Van phòng,4730000,,1
N?,1994,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4800000,,1
Nam,1991,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4765200,,3
Nam,1989,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4258600,,1
N?,1993,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,5060000,,1
N?,1993,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,6000000,,3
Nam,1993,T?nh B?c Ninh,Nhân viên,Hành chính - Van phòng,7717500,,1
Nam,1992,T?nh Ð?k L?k,Nhân viên,Hành chính - Van phòng,4729400,,3
Nam,1986,,Nhân viên,Hành chính - Van phòng,3544000,,#N/A
Nam,1975,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4800000,Ðã k?t hôn,1
Nam,1991,T?nh Ngh? An,Nhân viên,Hành chính - Van phòng,5060000,,2
Nam,1980,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4800000,,1
N?,1978,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4730000,Ðã k?t hôn,1
Nam,1991,T?nh Phú Th?,Nhân viên,Hành chính - Van phòng,4800000,,1
Nam,1992,,NHÂN VIÊN,Hành chính - Van phòng,4012500,,#N/A
N?,1985,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4000000,,1
Nam,1990,T?nh Ninh Bình,Nhân viên,Hành chính - Van phòng,5500000,,1
Nam,1997,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4730000,,1
N?,1994,T?nh Vinh Phúc,Nhân viên,Hành chính - Van phòng,3670100,Ðã k?t hôn,1
N?,1998,T?nh Phú Th?,Nhân viên,Hành chính - Van phòng,4730000,,1
Nam,1994,T?nh B?c Giang,Nhân viên,Hành chính - Van phòng,5100000,,1
Nam,1997,T?nh Bình Phu?c,Nhân viên,Hành chính - Van phòng,4800000,,3
Nam,1983,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4729400,,3
Nam,1996,T?nh Thanh Hóa,Nhân viên,Hành chính - Van phòng,4258600,,2
Nam,1991,T?nh Bình Ð?nh,Nhân viên,Hành chính - Van phòng,7230000,,2
N?,1972,T?nh Phú Yên,Nhân viên,Hành chính - Van phòng,1000000,,2
Nam,1994,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4800000,,3
N?,1994,T?nh B?c Liêu,Nhân viên,Hành chính - Van phòng,4730000,,3
Nam,1991,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4050000,,3
Nam,1998,T?nh Trà Vinh,Nhân viên,Hành chính - Van phòng,5000000,,3
Nam,1992,,Nhân viên,Hành chính - Van phòng,4729400,,#N/A
Nam,1999,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4300000,,1
Nam,1993,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4473000,,1
N?,1995,T?nh Ngh? An,Nhân viên,Hành chính - Van phòng,4729400,,2
Nam,1993,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4730000,,3
Nam,1987,,Nhân viên,Hành chính - Van phòng,4750000,,#N/A
Nam,1998,T?nh An Giang,Nhân viên,Hành chính - Van phòng,4850000,,3
Nam,1982,T?nh H?u Giang,Nhân viên,Hành chính - Van phòng,5654000,,3
Nam,1981,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,5000000,,1
Nam,1988,T?nh Qu?ng Tr?,Nhân viên,Hành chính - Van phòng,6500000,,2
Nam,1997,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,5000000,,3
Nam,1989,,Nhân viên,Hành chính - Van phòng,3969700,,#N/A
Nam,1996,Thành ph? Hà N?i,Nhân Viên,Hành chính - Van phòng,4729400,,1
Nam,1992,T?nh Hà Nam,Nhân viên,Hành chính - Van phòng,10276000,,1
N?,1993,,Nhân viên,Hành chính - Van phòng,3854000,,#N/A
Nam,1987,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,10478412,,1
Nam,1995,T?nh Qu?ng Ninh,Nhân viên,Hành chính - Van phòng,4194400,,1
N?,1992,T?nh Thanh Hóa,Nhân viên,Hành chính - Van phòng,4472600,,2
N?,1993,T?nh Th?a Thiên Hu?,Nhân viên,Hành chính - Van phòng,5000000,,2
Nam,1989,T?nh Vinh Phúc,Nhân viên,Hành chính - Van phòng,3777100,,1
Nam,1995,T?nh H?u Giang,Nhân viên,Hành chính - Van phòng,5000000,,3
Nam,1994,,Nhân viên,Hành chính - Van phòng,6550000,,#N/A
Nam,1982,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4730000,,3
Nam,1991,T?nh Thái Bình,Nhân viên,Hành chính - Van phòng,4472600,,1
Nam,1998,T?nh Ngh? An,Nhân viên,Hành chính - Van phòng,4729400,,2
Nam,1993,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4729400,,3
Nam,1998,T?nh Hà Tinh,Nhân viên,Hành chính - Van phòng,3400000,,2
Nam,2000,T?nh Yên Bái,Nhân viên,Hành chính - Van phòng,3400000,,1
Nam,1992,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4750000,,1
N?,1995,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4950000,,1
Nam,1991,T?nh B?c Giang,Nhân viên,Hành chính - Van phòng,4200000,,1
Nam,1988,T?nh Phú Th?,Nhân viên,Hành chính - Van phòng,4729400,,1
N?,1985,T?nh B?c Ninh,Nhân viên,Hành chính - Van phòng,4730000,Ðã k?t hôn,1
Nam,1998,T?nh B?c K?n,Nhân viên,Hành chính - Van phòng,5100000,,1
N?,1993,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4900000,Ðã k?t hôn,3
Nam,1991,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4750000,,1
Nam,1994,T?nh Bình Duong,Nhân viên,Hành chính - Van phòng,4730000,,3
N?,1990,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4729400,,1
Nam,1980,,Nhân viên,Hành chính - Van phòng,3745000,,#N/A
Nam,1997,T?nh Nam Ð?nh,Nhân viên,Hành chính - Van phòng,4800000,,1
Nam,1991,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4750000,,1
Nam,1996,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,5690000,,3
Nam,1997,T?nh Trà Vinh,Nhân viên,Hành chính - Van phòng,3400000,,3
Nam,1979,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4500000,,3
Nam,1992,T?nh H?i Duong,Nhân viên,Hành chính - Van phòng,5000000,,1
Nam,1993,T?nh B?c Giang,Nhân viên,Hành chính - Van phòng,4101000,,1
Nam,1997,T?nh B?c Giang,Nhân viên,Hành chính - Van phòng,8700000,,1
Nam,1993,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4800000,,1
Nam,1993,T?nh B?c Ninh,Nhân viên,Hành chính - Van phòng,4194400,,1
Nam,1997,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4729400,,3
Nam,1996,T?nh Ð?ng Nai,NHÂN VIÊN,Hành chính - Van phòng,4730000,,3
Nam,1993,T?nh Long An,Nhân viên,Hành chính - Van phòng,5000000,,3
Nam,1995,T?nh Bình Phu?c,Nhân Viên,Hành chính - Van phòng,4170000,,3
Nam,1981,,Nhân viên,Hành chính - Van phòng,5250000,,#N/A
N?,1997,T?nh Phú Th?,Nhân viên,Hành chính - Van phòng,4800000,,1
Nam,1986,T?nh B?c Giang,Nhân viên,Hành chính - Van phòng,6000000,,1
Nam,1990,T?nh B?c Giang,Nhân viên,Hành chính - Van phòng,4750000,,1
N?,1995,,Nhân viên,Hành chính - Van phòng,4020000,,#N/A
Nam,1994,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4729400,,1
N?,1986,T?nh Qu?ng Ninh,Nhân viên,Hành chính - Van phòng,0,Ðã k?t hôn,1
N?,1988,,Nhân viên,Hành chính - Van phòng,3477500,,#N/A
Nam,1994,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,5000000,,1
Nam,1997,T?nh Qu?ng Ninh,Nhân viên,Hành chính - Van phòng,3970000,,1
Nam,1996,T?nh Yên Bái,Nhân viên,Hành chính - Van phòng,4729400,,1
Nam,1997,T?nh Phú Yên,Nhân viên,Hành chính - Van phòng,4729400,,2
Nam,1993,T?nh B?c Giang,Nhân viên,Hành chính - Van phòng,6870000,,1
Nam,1998,T?nh Bình Ð?nh,Nhân viên,Hành chính - Van phòng,8800000,,2
Nam,2002,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4730000,,3
Nam,1995,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4730000,,1
Nam,1990,T?nh Phú Th?,Nhân viên,Hành chính - Van phòng,4015000,,1
N?,1991,T?nh B?c Ninh,Nhân viên,Hành chính - Van phòng,5500000,,1
Nam,1991,T?nh Tây Ninh,Nhân viên,Hành chính - Van phòng,4229000,,1
Nam,1991,,Nhân viên,Hành chính - Van phòng,4730000,,#N/A
Nam,1993,T?nh Lâm Ð?ng,Nhân viên,Hành chính - Van phòng,3670100,,3
Nam,1991,T?nh Ð?k L?k,Nhân viên,Hành chính - Van phòng,4012500,,3
Nam,1994,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4800000,,1
Nam,1997,T?nh Nam Ð?nh,Nhân viên,Hành chính - Van phòng,4729400,,1
Nam,1994,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,5500000,,3
Nam,1995,T?nh Hung Yên,Nhân viên,Hành chính - Van phòng,4729400,,1
Nam,1998,T?nh Long An,Nhân viên,Hành chính - Van phòng,4730000,,3
N?,1998,T?nh Thái Nguyên,Nhân viên,Hành chính - Van phòng,4800000,,1
Nam,1996,T?nh Thanh Hóa,Nhân viên,Hành chính - Van phòng,4194400,,2
N?,1988,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4730000,,1
N?,1996,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4729400,Ðã k?t hôn,1
Nam,1993,,Nhân viên,Hành chính - Van phòng,4200000,,#N/A
Nam,1989,T?nh B?c K?n,Nhân Viên,Hành chính - Van phòng,4522000,,1
Nam,1994,T?nh Lâm Ð?ng,Nhân viên,Hành chính - Van phòng,5000000,,3
Nam,1991,T?nh Ninh Bình,Nhân viên,Hành chính - Van phòng,3449145,,1
N?,1999,Thành ph? H? Chí Minh,Nhân Viên,Hành chính - Van phòng,4729400,,3
N?,1998,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4800000,,3
Nam,1993,T?nh L?ng Son,Nhân viên,Hành chính - Van phòng,3724000,,1
Nam,1984,T?nh Vinh Long,Nhân viên,Hành chính - Van phòng,4974200,,3
Nam,1990,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,5000000,,1
Nam,1999,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,6400000,,1
N?,1992,T?nh Tuyên Quang,NHÂN VIÊN,Hành chính - Van phòng,6300000,Ðã k?t hôn,1
Nam,1991,T?nh Thái Bình,Nhân viên,Hành chính - Van phòng,5900000,,1
Nam,1996,T?nh Ð?k L?k,Nhân viên,Hành chính - Van phòng,8000000,,3
Nam,1994,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4730000,,3
N?,1996,T?nh Nam Ð?nh,Nhân viên,Hành chính - Van phòng,4750000,,1
Nam,1989,,Nhân viên,Hành chính - Van phòng,3565000,,#N/A
Nam,1996,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4800000,,1
Nam,1988,T?nh Bình Phu?c,Nhân viên,Hành chính - Van phòng,6659000,,3
Nam,1995,Thành ph? H? Chí Minh,NHÂN VIÊN,Hành chính - Van phòng,4472600,,3
Nam,1996,T?nh Ninh Thu?n,Nhân viên,Hành chính - Van phòng,4800000,,2
Nam,1995,T?nh B?n Tre,Nhân Viên,Hành chính - Van phòng,4500000,,3
Nam,1994,T?nh Thanh Hóa,Nhân viên,Hành chính - Van phòng,8853000,,2
Nam,1991,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,7000000,,3
Nam,1996,T?nh Bình Phu?c,Nhân viên,Hành chính - Van phòng,6150000,,3
N?,1999,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4730000,,1
Nam,1985,,Nhân viên,Hành chính - Van phòng,3248000,,#N/A
Nam,1998,T?nh B?c Ninh,Nhân viên,Hành chính - Van phòng,5200000,,1
Nam,1994,T?nh Ninh Thu?n,Nhân viên,Hành chính - Van phòng,3700000,,2
N?,1993,,Nhân viên,Hành chính - Van phòng,6127000,,#N/A
Nam,1999,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4729400,,1
Nam,1999,T?nh Kiên Giang,Nhân viên,Hành chính - Van phòng,4729400,,3
N?,1988,T?nh Tây Ninh,NHÂN VIÊN,Hành chính - Van phòng,10677373,,1
Nam,1985,T?nh Hung Yên,Nhân viên,Hành chính - Van phòng,5700000,,1
N?,1993,,Nhân viên,Hành chính - Van phòng,4200000,,#N/A
Nam,1986,T?nh Qu?ng Nam,Nhân viên,Hành chính - Van phòng,4220000,,2
Nam,1996,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,10000000,,3
Nam,1994,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,5803000,,3
Nam,1993,Thành ph? H?i Phòng,Nhân viên,Hành chính - Van phòng,4750000,,1
Nam,1998,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4729400,,1
Nam,1997,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4926000,,3
Nam,1991,,Nhân viên,Hành chính - Van phòng,4800000,,#N/A
Nam,1998,T?nh Qu?ng Nam,Nhân viên,Hành chính - Van phòng,4951000,,2
Nam,1997,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4980000,,3
N?,1993,T?nh Tây Ninh,Nhân viên,Hành chính - Van phòng,5736000,,1
Nam,1993,T?nh Lâm Ð?ng,Nhân viên,Hành chính - Van phòng,4200000,,3
N?,1998,T?nh Bình Thu?n,Nhân viên,Hành chính - Van phòng,4260000,,2
Nam,1993,T?nh Nam Ð?nh,Nhân viên,Hành chính - Van phòng,4730000,,1
Nam,1996,T?nh Tây Ninh,Nhân viên,Hành chính - Van phòng,3870100,,1
N?,1994,T?nh Bình Ð?nh,Nhân viên,Hành chính - Van phòng,4258600,,2
N?,2000,Thành ph? H? Chí Minh,Nhân Viên,Hành chính - Van phòng,6000000,,3
Nam,2001,T?nh Trà Vinh,Nhân viên,Hành chính - Van phòng,5665000,,3
Nam,1993,T?nh Thanh Hóa,Nhân viên,Hành chính - Van phòng,4730000,,2
Nam,1995,T?nh Thái Nguyên,Nhân viên,Hành chính - Van phòng,3780000,,1
Nam,1989,T?nh Long An,Nhân viên,Hành chính - Van phòng,4194400,,3
Nam,1998,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4730000,,1
Nam,1976,T?nh Tây Ninh,Nhân viên,Hành chính - Van phòng,4730000,,1
Nam,1996,T?nh Bình Duong,Nhân viên,Hành chính - Van phòng,4750000,,3
N?,1995,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4730000,,1
Nam,1995,T?nh Thanh Hóa,Nhân viên,Hành chính - Van phòng,4729400,,2
Nam,1984,,Nhân Viên,Hành chính - Van phòng,6276900,,#N/A
Nam,1996,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4000000,,1
Nam,1994,Thành ph? H? Chí Minh,Nhân Viên,Hành chính - Van phòng,4730000,,3
Nam,1996,T?nh Thanh Hóa,Nhân viên,Hành chính - Van phòng,4820000,,2
N?,1993,T?nh Thanh Hóa,Nhân viên,Hành chính - Van phòng,3400000,,2
Nam,1995,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4473000,,1
Nam,1991,T?nh B?c Giang,Nhân viên,Hành chính - Van phòng,0,,1
Nam,1993,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4729400,,1
Nam,1996,T?nh Bình Duong,Nhân viên,Hành chính - Van phòng,4475000,,3
Nam,1999,Thành ph? H? Chí Minh,NHÂN VIÊN,Hành chính - Van phòng,5500000,,3
Nam,1987,T?nh Ð?ng Tháp,Nhân viên,Hành chính - Van phòng,2140000,,3
Nam,1992,T?nh Thái Nguyên,Nhân viên,Hành chính - Van phòng,4300000,,1
N?,1992,T?nh Ngh? An,Nhân viên,Hành chính - Van phòng,4730000,,2
Nam,1993,T?nh B?c Giang,Nhân viên,Hành chính - Van phòng,6189150,,1
Nam,1999,T?nh Qu?ng Ninh,Nhân Viên,Hành chính - Van phòng,4200000,,1
Nam,1993,T?nh B?c Giang,Nhân viên,Hành chính - Van phòng,5100000,,1
Nam,1988,,Nhân viên,Hành chính - Van phòng,7566000,,#N/A
Nam,1999,T?nh Lâm Ð?ng,Nhân viên,Hành chính - Van phòng,10000000,,3
Nam,1994,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4260000,,1
Nam,2000,T?nh Ngh? An,Nhân viên,Hành chính - Van phòng,4730000,,2
N?,1994,,Nhân viên,Hành chính - Van phòng,4750000,,#N/A
Nam,1987,T?nh Thái Bình,Nhân viên,Hành chính - Van phòng,4729400,,1
Nam,1988,,Nhân viên,Hành chính - Van phòng,12000000,,#N/A
N?,1997,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4730000,,1
Nam,1998,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4730000,,3
Nam,1996,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,4786000,,1
Nam,1994,T?nh Kon Tum,Nhân viên,Hành chính - Van phòng,0,,3
Nam,1992,T?nh Ninh Thu?n,Nhân viên,Hành chính - Van phòng,19000000,,2
Nam,1998,,Nhân viên,Hành chính - Van phòng,5870000,,#N/A
Nam,1991,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,3284900,,1
Nam,1995,Thành ph? H?i Phòng,Nhân viên,Hành chính - Van phòng,4750000,,1
Nam,1992,Thành ph? H?i Phòng,Nhân viên,Hành chính - Van phòng,4730000,,1
Nam,1988,Thành ph? Hà N?i,Nhân viên,Hành chính - Van phòng,5310000,,1
Nam,2000,T?nh Tuyên Quang,Nhân viên,Hành chính - Van phòng,3400000,,1
Nam,1989,T?nh H?i Duong,Nhân viên,Hành chính - Van phòng,4194400,,1
Nam,1995,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,9972000,,3
Nam,1995,T?nh Ti?n Giang,Nhân viên,Hành chính - Van phòng,6829000,,3
Nam,2002,Thành ph? H? Chí Minh,Nhân viên,Hành chính - Van phòng,4729400,,3
Nam,1990,,Nhân Viên,Hành chính - Van phòng,4729400,,#N/A
N?,1999,T?nh Ti?n Giang,Nhân viên  - Ti?p Th?,Kinh doanh,5500000,,3
Nam,1994,T?nh Bà R?a - Vung Tàu,Nhân viên - B?p,Du l?ch-Khách s?n,5000000,,3
Nam,1992,T?nh Bình Phu?c,Nhân viên - Bp FRESH - BHX - V01 - Thành ph? Th? Ð?c - H? Chí Minh,Hành chính - Van phòng,4750000,,3
Nam,1993,T?nh Kiên Giang,Nhân viên - Bp Gi? Xe - BHX - V04 - Huy?n Vinh Thu?n - Kiên Giang,Hành chính - Van phòng,3400000,,3
N?,1995,T?nh Tây Ninh,Nhân viên - Bp Kho Siêu Th? - BHX - V02 - Huy?n Tr?ng Bàng - Tây Ninh,Hành chính - Van phòng,4200000,,1
Nam,1978,,Nhân viên - Công nhân b?c vác,Hành chính - Van phòng,4730000,,#N/A
Nam,1997,T?nh B?c Ninh,Nhân viên - K? HO?CH,Hành chính - Van phòng,5000000,,1
N?,2000,T?nh Ð?k Nông,Nhân viên - Kho Siêu Th? - BHX - V02 - Huy?n Ð?ng Phú - Bình Phu?c,Hành chính - Van phòng,4200000,,3
Nam,1998,Thành ph? H? Chí Minh,Nhân viên - Kinh doanh - Noi làm vi?c: H? Chí Minh,Kinh doanh,4730000,,3
N?,1995,T?nh Ti?n Giang,Nhân viên - Kinh doanh - Noi làm vi?c: H? Chí Minh,Kinh doanh,5046800,,3
Nam,1986,T?nh L?ng Son,Nhân viên - Pho`ng Vâ?n ha`nh,Hành chính - Van phòng,3671000,,1
Nam,1990,Thành ph? H? Chí Minh,Nhân viên - V01 - 3 - H? Chí Minh,Hành chính - Van phòng,4750000,,3
Nam,1993,,Nhân viên - V02 - T?nh Thái Nguyên,Hành chính - Van phòng,3600000,,#N/A
N?,1991,,"Nhân viên - V02 - Uông Bí, Qu?ng Ninh",Hành chính - Van phòng,4000000,,#N/A
Nam,1992,,Nhân viên - V03 - Qu?ng Nam,Hành chính - Van phòng,3150000,,#N/A
N?,1999,T?nh Phú Th?,NHÂN VIÊN (C?P 1),Hành chính - Van phòng,6064600,,1
Nam,1998,T?nh Thanh Hóa,NHÂN VIÊN (C?P 3),Hành chính - Van phòng,6695500,,2
N?,1997,T?nh Bình Ð?nh,Nhân viên admin kênh MT,Hành chính - Van phòng,5050000,,2
Nam,1985,T?nh Lào Cai,Nhân viên An ninh,Hành chính - Van phòng,3920000,Ðã k?t hôn,1
Nam,1997,T?nh Kiên Giang,Nhân viên An ninh,Hành chính - Van phòng,4000000,,3
Nam,1995,Thành ph? Hà N?i,Nhân viên An ninh,Hành chính - Van phòng,4970000,,1
Nam,1995,T?nh Tuyên Quang,Nhân viên an ninh,Hành chính - Van phòng,5100000,,1
Nam,1993,T?nh Nam Ð?nh,Nhân viên an ninh ki?m soát,Hành chính - Van phòng,6276400,,1
Nam,1990,Thành ph? H?i Phòng,Nhân viên an toàn Van Phòng,Hành chính - Van phòng,4800000,,1
Nam,1989,T?nh Hung Yên,Nhân viên b?c 2- B? ph?n S?n xu?t,Hành chính - Van phòng,8716000,,1
Nam,1997,T?nh Qu?ng Ngãi,Nhân viên bãi xe - HCM,Hành chính - Van phòng,4180000,,2
Nam,1994,T?nh Hà Nam,Nhân viên Bàn,Hành chính - Van phòng,4750000,,1
Nam,1999,T?nh Nam Ð?nh,Nhân viên ban d?c nhi?m,Hành chính - Van phòng,4556000,,1
Nam,1992,T?nh Tuyên Quang,Nhân viên bán hàng,D?ch v?,3708400,,1
Nam,1994,Thành ph? Hà N?i,Nhân viên bán hàng,D?ch v?,5090000,,1
Nam,1995,,Nhân viên Bán hàng,D?ch v?,4050000,,#N/A
Nam,1987,Thành ph? Hà N?i,Nhân viên bán hàng,D?ch v?,3477500,,1
N?,1993,Thành ph? Ðà N?ng,Nhân viên bán hàng,D?ch v?,4194400,,2
Nam,1993,T?nh Ngh? An,Nhân viên bán hàng,D?ch v?,3070000,,2
N?,1997,T?nh Ð?ng Nai,Nhân viên bán hàng,D?ch v?,4732000,,3
Nam,1989,T?nh L?ng Son,Nhân viên bán hàng,D?ch v?,3942000,,1
N?,1997,T?nh Vinh Long,Nhân viên Bán hàng,D?ch v?,4770000,,3
Nam,1991,T?nh Bình Duong,Nhân viên Bán hàng,D?ch v?,4657000,,3
N?,1994,T?nh Ð?k L?k,Nhân viên Bán hàng,D?ch v?,3200000,Ðã k?t hôn,3
N?,1991,,Nhân viên bán hàng,D?ch v?,5000000,,#N/A
